Year,Gebietseinheit,Kategorien,Geocode,Value
2015,Diepholz,Neubau,K03251,678.0
2015,Hameln-Pyrmont,Neubau,K03252,83.0
2015,Hildesheim,Neubau,K03254,424.0
2015,Holzminden,Neubau,K03255,71.0
2015,Nienburg (Weser),Neubau,K03256,255.0
2015,Schaumburg,Neubau,K03257,326.0
2015,Lüneburg,Neubau,K033,5682.0
2015,Celle,Neubau,K03351,312.0
2015,Cuxhaven,Neubau,K03352,574.0
2015,Harburg,Neubau,K03353,1015.0
2015,Lüchow-Dannenberg,Neubau,K03354,44.0
2015,Lüneburg,Neubau,K03355,741.0
2015,Osterholz,Neubau,K03356,304.0
2015,Rotenburg (Wümme),Neubau,K03357,457.0
2015,Heidekreis,Neubau,K03358,214.0
2015,Stade,Neubau,K03359,1315.0
2015,Uelzen,Neubau,K03360,95.0
2015,Verden,Neubau,K03361,611.0
2015,Weser-Ems,Neubau,K034,10355.0
2015,Delmenhorst.Stadt,Neubau,K03401,141.0
2015,Emden Stadt,Neubau,K03402,64.0
2015,Oldenburg (Oldb) Stadt,Neubau,K03403,1072.0
2015,Osnabrück Stadt,Neubau,K03404,450.0
2015,Wilhelmshaven Stadt,Neubau,K03405,55.0
2015,Ammerland,Neubau,K03451,529.0
2015,Aurich,Neubau,K03452,760.0
2015,Cloppenburg,Neubau,K03453,818.0
2015,Emsland,Neubau,K03454,1800.0
2015,Friesland,Neubau,K03455,359.0
2015,Grafschaft Bentheim,Neubau,K03456,672.0
2015,Leer,Neubau,K03457,876.0
2015,Oldenburg,Neubau,K03458,498.0
2015,Osnabrück,Neubau,K03459,1101.0
2015,Vechta,Neubau,K03460,719.0
2015,Wesermarsch,Neubau,K03461,118.0
2015,Wittmund,Neubau,K03462,323.0
2016,Niedersachsen,Neubau,K030,26777.0
2016,Braunschweig,Neubau,K031,3444.0
2016,Braunschweig Stadt,Neubau,K03101,357.0
2016,Salzgitter.Stadt,Neubau,K03102,72.0
2016,Wolfsburg.Stadt,Neubau,K03103,637.0
2016,Gifhorn,Neubau,K03151,670.0
2016,Goslar,Neubau,K03153,101.0
2016,Helmstedt,Neubau,K03154,247.0
2016,Northeim,Neubau,K03155,118.0
2016,Peine,Neubau,K03157,440.0
2016,Wolfenbüttel,Neubau,K03158,209.0
2016,Göttingen,Neubau,K03159,593.0
2016,Hannover,Neubau,K032,4335.0
2016,Hannover Region,Neubau,K03241,2462.0
2016,Hannover Landeshauptstadt,Neubau,K03241001,820.0
2016,Diepholz,Neubau,K03251,695.0
2016,Hameln-Pyrmont,Neubau,K03252,103.0
2016,Hildesheim,Neubau,K03254,430.0
2016,Holzminden,Neubau,K03255,54.0
2016,Nienburg (Weser),Neubau,K03256,344.0
2016,Schaumburg,Neubau,K03257,247.0
2016,Lüneburg,Neubau,K033,6973.0
2016,Celle,Neubau,K03351,468.0
2016,Cuxhaven,Neubau,K03352,813.0
2016,Harburg,Neubau,K03353,1465.0
2016,Lüchow-Dannenberg,Neubau,K03354,83.0
2016,Lüneburg,Neubau,K03355,690.0
2016,Osterholz,Neubau,K03356,329.0
2016,Rotenburg (Wümme),Neubau,K03357,673.0
2016,Heidekreis,Neubau,K03358,430.0
2016,Stade,Neubau,K03359,1113.0
2016,Uelzen,Neubau,K03360,341.0
2016,Verden,Neubau,K03361,568.0
2016,Weser-Ems,Neubau,K034,12025.0
2016,Delmenhorst.Stadt,Neubau,K03401,180.0
2016,Emden Stadt,Neubau,K03402,111.0
2016,Oldenburg (Oldb) Stadt,Neubau,K03403,1303.0
2016,Osnabrück Stadt,Neubau,K03404,644.0
2016,Wilhelmshaven Stadt,Neubau,K03405,79.0
2016,Ammerland,Neubau,K03451,752.0
2016,Aurich,Neubau,K03452,766.0
2016,Cloppenburg,Neubau,K03453,1232.0
2016,Emsland,Neubau,K03454,1954.0
2016,Friesland,Neubau,K03455,509.0
2016,Grafschaft Bentheim,Neubau,K03456,562.0
2016,Leer,Neubau,K03457,812.0
2016,Oldenburg,Neubau,K03458,435.0
2016,Osnabrück,Neubau,K03459,1160.0
2016,Vechta,Neubau,K03460,1036.0
2016,Wesermarsch,Neubau,K03461,174.0
2016,Wittmund,Neubau,K03462,316.0
2017,Niedersachsen,Neubau,K030,25763.0
2017,Braunschweig,Neubau,K031,3579.0
2017,Braunschweig Stadt,Neubau,K03101,276.0
2017,Salzgitter.Stadt,Neubau,K03102,119.0
2017,Wolfsburg.Stadt,Neubau,K03103,382.0
2017,Gifhorn,Neubau,K03151,921.0
2017,Goslar,Neubau,K03153,60.0
2017,Helmstedt,Neubau,K03154,235.0
2017,Northeim,Neubau,K03155,199.0
2017,Peine,Neubau,K03157,618.0
2017,Wolfenbüttel,Neubau,K03158,181.0
2017,Göttingen,Neubau,K03159,588.0
2017,Hannover,Neubau,K032,4534.0
2017,Hannover Region,Neubau,K03241,2836.0
2017,Hannover Landeshauptstadt,Neubau,K03241001,936.0
2017,Diepholz,Neubau,K03251,628.0
2017,Hameln-Pyrmont,Neubau,K03252,129.0
2017,Hildesheim,Neubau,K03254,389.0
2017,Holzminden,Neubau,K03255,39.0
2017,Nienburg (Weser),Neubau,K03256,217.0
2017,Schaumburg,Neubau,K03257,296.0
2017,Lüneburg,Neubau,K033,6469.0
2017,Celle,Neubau,K03351,318.0
2017,Cuxhaven,Neubau,K03352,683.0
2017,Harburg,Neubau,K03353,1027.0
2017,Lüchow-Dannenberg,Neubau,K03354,39.0
2017,Lüneburg,Neubau,K03355,1294.0
2017,Osterholz,Neubau,K03356,378.0
2017,Rotenburg (Wümme),Neubau,K03357,674.0
2017,Heidekreis,Neubau,K03358,282.0
2017,Stade,Neubau,K03359,1184.0
2017,Uelzen,Neubau,K03360,109.0
2017,Verden,Neubau,K03361,481.0
2017,Weser-Ems,Neubau,K034,11181.0
2017,Delmenhorst.Stadt,Neubau,K03401,168.0
2017,Emden Stadt,Neubau,K03402,115.0
2017,Oldenburg (Oldb) Stadt,Neubau,K03403,1075.0
2017,Osnabrück Stadt,Neubau,K03404,317.0
2017,Wilhelmshaven Stadt,Neubau,K03405,76.0
2017,Ammerland,Neubau,K03451,560.0
2017,Aurich,Neubau,K03452,725.0
2017,Cloppenburg,Neubau,K03453,1201.0
2017,Emsland,Neubau,K03454,2038.0
2017,Friesland,Neubau,K03455,461.0
2017,Grafschaft Bentheim,Neubau,K03456,779.0
2017,Leer,Neubau,K03457,840.0
2017,Oldenburg,Neubau,K03458,407.0
2017,Osnabrück,Neubau,K03459,1169.0
2017,Vechta,Neubau,K03460,845.0
2017,Wesermarsch,Neubau,K03461,147.0
2017,Wittmund,Neubau,K03462,258.0
2018,Niedersachsen,Neubau,K030,25131.0
2018,Braunschweig,Neubau,K031,3302.0
2018,Braunschweig Stadt,Neubau,K03101,570.0
2018,Salzgitter.Stadt,Neubau,K03102,63.0
2018,Wolfsburg.Stadt,Neubau,K03103,226.0
2018,Gifhorn,Neubau,K03151,758.0
2018,Goslar,Neubau,K03153,54.0
2018,Helmstedt,Neubau,K03154,281.0
2018,Northeim,Neubau,K03155,183.0
2018,Peine,Neubau,K03157,478.0
2018,Wolfenbüttel,Neubau,K03158,252.0
2018,Göttingen,Neubau,K03159,437.0
2018,Hannover,Neubau,K032,4948.0
2018,Hannover Region,Neubau,K03241,2868.0
2018,Hannover Landeshauptstadt,Neubau,K03241001,1325.0
2018,Diepholz,Neubau,K03251,704.0
2018,Hameln-Pyrmont,Neubau,K03252,100.0
2018,Hildesheim,Neubau,K03254,524.0
2018,Holzminden,Neubau,K03255,62.0
2018,Nienburg (Weser),Neubau,K03256,315.0
2018,Schaumburg,Neubau,K03257,375.0
2018,Lüneburg,Neubau,K033,5663.0
2018,Celle,Neubau,K03351,525.0
2018,Cuxhaven,Neubau,K03352,545.0
2018,Harburg,Neubau,K03353,802.0
2018,Lüchow-Dannenberg,Neubau,K03354,71.0
2018,Lüneburg,Neubau,K03355,550.0
2018,Osterholz,Neubau,K03356,361.0
2018,Rotenburg (Wümme),Neubau,K03357,608.0
2018,Heidekreis,Neubau,K03358,320.0
2018,Stade,Neubau,K03359,1313.0
2018,Uelzen,Neubau,K03360,177.0
2018,Verden,Neubau,K03361,391.0
2018,Weser-Ems,Neubau,K034,11218.0
2018,Delmenhorst.Stadt,Neubau,K03401,205.0
2018,Emden Stadt,Neubau,K03402,55.0
2018,Oldenburg (Oldb) Stadt,Neubau,K03403,1139.0
2018,Osnabrück Stadt,Neubau,K03404,501.0
2018,Wilhelmshaven Stadt,Neubau,K03405,82.0
2018,Ammerland,Neubau,K03451,759.0
2018,Aurich,Neubau,K03452,556.0
2018,Cloppenburg,Neubau,K03453,1229.0
2018,Emsland,Neubau,K03454,1759.0
2018,Friesland,Neubau,K03455,528.0
2018,Grafschaft Bentheim,Neubau,K03456,493.0
2018,Leer,Neubau,K03457,664.0
2018,Oldenburg,Neubau,K03458,589.0
2018,Osnabrück,Neubau,K03459,1235.0
2018,Vechta,Neubau,K03460,973.0
2018,Wesermarsch,Neubau,K03461,228.0
2018,Wittmund,Neubau,K03462,223.0
2012,Niedersachsen,Neubau_Anteil,K030,96.4
2012,Braunschweig,Neubau_Anteil,K031,116.3
2012,Braunschweig Stadt,Neubau_Anteil,K03101,88.5
2012,Salzgitter.Stadt,Neubau_Anteil,K03102,104.8
2012,Wolfsburg.Stadt,Neubau_Anteil,K03103,-751.4
2012,Gifhorn,Neubau_Anteil,K03151,93.6
2012,Goslar,Neubau_Anteil,K03153,93.8
2012,Helmstedt,Neubau_Anteil,K03154,95.9
2012,Northeim,Neubau_Anteil,K03155,92.5
2012,Peine,Neubau_Anteil,K03157,96.9
2012,Wolfenbüttel,Neubau_Anteil,K03158,104.2
2012,Göttingen,Neubau_Anteil,K03159,125.7
2012,Hannover,Neubau_Anteil,K032,91.1
2012,Hannover Region,Neubau_Anteil,K03241,89.7
2012,Hannover Landeshauptstadt,Neubau_Anteil,K03241001,86.3
2012,Diepholz,Neubau_Anteil,K03251,94.3
2012,Hameln-Pyrmont,Neubau_Anteil,K03252,84.6
2012,Hildesheim,Neubau_Anteil,K03254,102.1
2012,Holzminden,Neubau_Anteil,K03255,95.8
2012,Nienburg (Weser),Neubau_Anteil,K03256,90.4
2012,Schaumburg,Neubau_Anteil,K03257,87.2
2012,Lüneburg,Neubau_Anteil,K033,104.1
2012,Celle,Neubau_Anteil,K03351,200.0
2012,Cuxhaven,Neubau_Anteil,K03352,95.6
2012,Harburg,Neubau_Anteil,K03353,94.2
2012,Lüchow-Dannenberg,Neubau_Anteil,K03354,77.5
2012,Lüneburg,Neubau_Anteil,K03355,96.9
2012,Osterholz,Neubau_Anteil,K03356,91.8
2012,Rotenburg (Wümme),Neubau_Anteil,K03357,91.2
2012,Heidekreis,Neubau_Anteil,K03358,90.8
2012,Stade,Neubau_Anteil,K03359,94.7
2012,Uelzen,Neubau_Anteil,K03360,86.0
2012,Verden,Neubau_Anteil,K03361,590.0
2012,Weser-Ems,Neubau_Anteil,K034,91.5
2012,Delmenhorst.Stadt,Neubau_Anteil,K03401,98.9
2012,Emden Stadt,Neubau_Anteil,K03402,90.1
2012,Oldenburg (Oldb) Stadt,Neubau_Anteil,K03403,93.4
2012,Osnabrück Stadt,Neubau_Anteil,K03404,97.4
2012,Wilhelmshaven Stadt,Neubau_Anteil,K03405,79.7
2012,Ammerland,Neubau_Anteil,K03451,97.5
2012,Aurich,Neubau_Anteil,K03452,95.4
2012,Cloppenburg,Neubau_Anteil,K03453,93.4
2012,Emsland,Neubau_Anteil,K03454,90.9
2012,Friesland,Neubau_Anteil,K03455,82.5
2012,Grafschaft Bentheim,Neubau_Anteil,K03456,91.0
2012,Leer,Neubau_Anteil,K03457,83.8
2012,Oldenburg,Neubau_Anteil,K03458,92.7
2012,Osnabrück,Neubau_Anteil,K03459,89.5
2012,Vechta,Neubau_Anteil,K03460,89.9
2012,Wesermarsch,Neubau_Anteil,K03461,98.4
2012,Wittmund,Neubau_Anteil,K03462,83.8
2013,Niedersachsen,Neubau_Anteil,K030,92.2
2013,Braunschweig,Neubau_Anteil,K031,86.9
2013,Braunschweig Stadt,Neubau_Anteil,K03101,65.8
2013,Salzgitter.Stadt,Neubau_Anteil,K03102,92.6
2013,Wolfsburg.Stadt,Neubau_Anteil,K03103,89.1
2013,Gifhorn,Neubau_Anteil,K03151,92.5
2013,Goslar,Neubau_Anteil,K03153,81.4
2013,Helmstedt,Neubau_Anteil,K03154,83.6
2013,Northeim,Neubau_Anteil,K03155,86.4
2013,Peine,Neubau_Anteil,K03157,93.3
2013,Wolfenbüttel,Neubau_Anteil,K03158,100.0
2013,Göttingen,Neubau_Anteil,K03159,85.7
2013,Hannover,Neubau_Anteil,K032,91.6
2013,Hannover Region,Neubau_Anteil,K03241,96.4
2013,Hannover Landeshauptstadt,Neubau_Anteil,K03241001,98.0
2013,Diepholz,Neubau_Anteil,K03251,89.5
2013,Hameln-Pyrmont,Neubau_Anteil,K03252,79.6
2013,Hildesheim,Neubau_Anteil,K03254,86.4
2013,Holzminden,Neubau_Anteil,K03255,72.7
2013,Nienburg (Weser),Neubau_Anteil,K03256,78.9
2013,Schaumburg,Neubau_Anteil,K03257,92.2
2013,Lüneburg,Neubau_Anteil,K033,94.1
2013,Celle,Neubau_Anteil,K03351,95.8
2013,Cuxhaven,Neubau_Anteil,K03352,94.6
2013,Harburg,Neubau_Anteil,K03353,94.0
2013,Lüchow-Dannenberg,Neubau_Anteil,K03354,83.0
2013,Lüneburg,Neubau_Anteil,K03355,95.6
2013,Osterholz,Neubau_Anteil,K03356,95.3
2013,Rotenburg (Wümme),Neubau_Anteil,K03357,91.9
2013,Heidekreis,Neubau_Anteil,K03358,93.7
2013,Stade,Neubau_Anteil,K03359,95.4
2013,Uelzen,Neubau_Anteil,K03360,81.2
2013,Verden,Neubau_Anteil,K03361,95.0
2013,Weser-Ems,Neubau_Anteil,K034,92.6
2013,Delmenhorst.Stadt,Neubau_Anteil,K03401,84.7
2013,Emden Stadt,Neubau_Anteil,K03402,98.1
2013,Oldenburg (Oldb) Stadt,Neubau_Anteil,K03403,97.1
2013,Osnabrück Stadt,Neubau_Anteil,K03404,95.1
2013,Wilhelmshaven Stadt,Neubau_Anteil,K03405,111.8
2013,Ammerland,Neubau_Anteil,K03451,95.9
2013,Aurich,Neubau_Anteil,K03452,96.5
2013,Cloppenburg,Neubau_Anteil,K03453,91.7
2013,Emsland,Neubau_Anteil,K03454,93.8
2013,Friesland,Neubau_Anteil,K03455,93.1
2013,Grafschaft Bentheim,Neubau_Anteil,K03456,92.7
2013,Leer,Neubau_Anteil,K03457,96.7
2013,Oldenburg,Neubau_Anteil,K03458,94.2
2013,Osnabrück,Neubau_Anteil,K03459,90.5
2013,Vechta,Neubau_Anteil,K03460,78.9
2013,Wesermarsch,Neubau_Anteil,K03461,93.5
2013,Wittmund,Neubau_Anteil,K03462,85.5
2014,Niedersachsen,Neubau_Anteil,K030,91.4
2014,Braunschweig,Neubau_Anteil,K031,84.6
2014,Braunschweig Stadt,Neubau_Anteil,K03101,60.4
2014,Salzgitter.Stadt,Neubau_Anteil,K03102,100.0
2014,Wolfsburg.Stadt,Neubau_Anteil,K03103,95.0
2014,Gifhorn,Neubau_Anteil,K03151,95.6
2014,Goslar,Neubau_Anteil,K03153,55.0
2014,Helmstedt,Neubau_Anteil,K03154,97.8
2014,Northeim,Neubau_Anteil,K03155,85.9
2014,Peine,Neubau_Anteil,K03157,87.1
2014,Wolfenbüttel,Neubau_Anteil,K03158,93.2
2014,Göttingen,Neubau_Anteil,K03159,79.3
2014,Hannover,Neubau_Anteil,K032,92.5
2014,Hannover Region,Neubau_Anteil,K03241,94.2
2014,Hannover Landeshauptstadt,Neubau_Anteil,K03241001,92.6
2014,Diepholz,Neubau_Anteil,K03251,88.2
2014,Hameln-Pyrmont,Neubau_Anteil,K03252,92.6
2014,Hildesheim,Neubau_Anteil,K03254,91.3
2014,Holzminden,Neubau_Anteil,K03255,133.3
2014,Nienburg (Weser),Neubau_Anteil,K03256,85.7
2014,Schaumburg,Neubau_Anteil,K03257,91.5
2014,Lüneburg,Neubau_Anteil,K033,93.8
2014,Celle,Neubau_Anteil,K03351,90.2
2014,Cuxhaven,Neubau_Anteil,K03352,100.4
2014,Harburg,Neubau_Anteil,K03353,96.1
2014,Lüchow-Dannenberg,Neubau_Anteil,K03354,77.0
2014,Lüneburg,Neubau_Anteil,K03355,93.4
2014,Osterholz,Neubau_Anteil,K03356,92.2
2014,Rotenburg (Wümme),Neubau_Anteil,K03357,84.7
2014,Heidekreis,Neubau_Anteil,K03358,91.0
2014,Stade,Neubau_Anteil,K03359,97.5
2014,Uelzen,Neubau_Anteil,K03360,86.9
2014,Verden,Neubau_Anteil,K03361,93.3
2014,Weser-Ems,Neubau_Anteil,K034,91.5
2014,Delmenhorst.Stadt,Neubau_Anteil,K03401,101.3
2014,Emden Stadt,Neubau_Anteil,K03402,84.4
2014,Oldenburg (Oldb) Stadt,Neubau_Anteil,K03403,93.1
2014,Osnabrück Stadt,Neubau_Anteil,K03404,97.8
2014,Wilhelmshaven Stadt,Neubau_Anteil,K03405,82.4
2014,Ammerland,Neubau_Anteil,K03451,90.4
2014,Aurich,Neubau_Anteil,K03452,93.1
2014,Cloppenburg,Neubau_Anteil,K03453,92.9
2014,Emsland,Neubau_Anteil,K03454,92.2
2014,Friesland,Neubau_Anteil,K03455,91.6
2014,Grafschaft Bentheim,Neubau_Anteil,K03456,92.7
2014,Leer,Neubau_Anteil,K03457,93.9
2014,Oldenburg,Neubau_Anteil,K03458,95.1
2014,Osnabrück,Neubau_Anteil,K03459,89.1
2014,Vechta,Neubau_Anteil,K03460,87.2
2014,Wesermarsch,Neubau_Anteil,K03461,95.0
2014,Wittmund,Neubau_Anteil,K03462,80.1
2015,Niedersachsen,Neubau_Anteil,K030,91.2
2015,Braunschweig,Neubau_Anteil,K031,89.7
2015,Braunschweig Stadt,Neubau_Anteil,K03101,86.4
2015,Salzgitter.Stadt,Neubau_Anteil,K03102,79.3
2015,Wolfsburg.Stadt,Neubau_Anteil,K03103,94.1
2015,Gifhorn,Neubau_Anteil,K03151,92.5
2015,Goslar,Neubau_Anteil,K03153,74.0
2015,Helmstedt,Neubau_Anteil,K03154,97.0
2015,Northeim,Neubau_Anteil,K03155,72.9
2015,Peine,Neubau_Anteil,K03157,92.8
2015,Wolfenbüttel,Neubau_Anteil,K03158,97.4
2015,Göttingen,Neubau_Anteil,K03159,83.3
2015,Hannover,Neubau_Anteil,K032,91.0
2015,Hannover Region,Neubau_Anteil,K03241,93.3
2015,Hannover Landeshauptstadt,Neubau_Anteil,K03241001,90.7
2015,Diepholz,Neubau_Anteil,K03251,90.5
2015,Hameln-Pyrmont,Neubau_Anteil,K03252,56.5
2015,Hildesheim,Neubau_Anteil,K03254,89.3
2015,Holzminden,Neubau_Anteil,K03255,87.7
2015,Nienburg (Weser),Neubau_Anteil,K03256,85.9
2015,Schaumburg,Neubau_Anteil,K03257,96.4
2015,Lüneburg,Neubau_Anteil,K033,91.4
2015,Celle,Neubau_Anteil,K03351,80.2
2015,Cuxhaven,Neubau_Anteil,K03352,95.7
2015,Harburg,Neubau_Anteil,K03353,93.3
2015,Lüchow-Dannenberg,Neubau_Anteil,K03354,57.1
2015,Lüneburg,Neubau_Anteil,K03355,95.5
2015,Osterholz,Neubau_Anteil,K03356,89.7
2015,Rotenburg (Wümme),Neubau_Anteil,K03357,84.9
2015,Heidekreis,Neubau_Anteil,K03358,83.9
2015,Stade,Neubau_Anteil,K03359,96.5
2015,Uelzen,Neubau_Anteil,K03360,85.6
2015,Verden,Neubau_Anteil,K03361,90.0
2015,Weser-Ems,Neubau_Anteil,K034,91.5
2015,Delmenhorst.Stadt,Neubau_Anteil,K03401,95.3
2015,Emden Stadt,Neubau_Anteil,K03402,84.2
2015,Oldenburg (Oldb) Stadt,Neubau_Anteil,K03403,98.0
2015,Osnabrück Stadt,Neubau_Anteil,K03404,89.8
2015,Wilhelmshaven Stadt,Neubau_Anteil,K03405,101.9
2015,Ammerland,Neubau_Anteil,K03451,96.7
2015,Aurich,Neubau_Anteil,K03452,92.7
2015,Cloppenburg,Neubau_Anteil,K03453,88.4
2015,Emsland,Neubau_Anteil,K03454,90.8
2015,Friesland,Neubau_Anteil,K03455,92.3
2015,Grafschaft Bentheim,Neubau_Anteil,K03456,87.8
2015,Leer,Neubau_Anteil,K03457,94.1
2015,Oldenburg,Neubau_Anteil,K03458,93.1
2015,Osnabrück,Neubau_Anteil,K03459,88.6
2015,Vechta,Neubau_Anteil,K03460,87.9
2015,Wesermarsch,Neubau_Anteil,K03461,95.2
2015,Wittmund,Neubau_Anteil,K03462,90.0
2016,Niedersachsen,Neubau_Anteil,K030,91.6
2016,Braunschweig,Neubau_Anteil,K031,88.6
2016,Braunschweig Stadt,Neubau_Anteil,K03101,82.6
2016,Salzgitter.Stadt,Neubau_Anteil,K03102,91.1
2016,Wolfsburg.Stadt,Neubau_Anteil,K03103,97.3
2016,Gifhorn,Neubau_Anteil,K03151,91.5
2016,Goslar,Neubau_Anteil,K03153,83.5
2016,Helmstedt,Neubau_Anteil,K03154,102.9
2016,Northeim,Neubau_Anteil,K03155,95.9
2016,Peine,Neubau_Anteil,K03157,92.4
2016,Wolfenbüttel,Neubau_Anteil,K03158,55.4
2016,Göttingen,Neubau_Anteil,K03159,90.7
2016,Hannover,Neubau_Anteil,K032,92.1
2016,Hannover Region,Neubau_Anteil,K03241,92.8
2016,Hannover Landeshauptstadt,Neubau_Anteil,K03241001,90.6
2016,Diepholz,Neubau_Anteil,K03251,90.4
2016,Hameln-Pyrmont,Neubau_Anteil,K03252,110.8
2016,Hildesheim,Neubau_Anteil,K03254,89.6
2016,Holzminden,Neubau_Anteil,K03255,93.1
2016,Nienburg (Weser),Neubau_Anteil,K03256,87.8
2016,Schaumburg,Neubau_Anteil,K03257,93.9
2016,Lüneburg,Neubau_Anteil,K033,90.9
2016,Celle,Neubau_Anteil,K03351,89.5
2016,Cuxhaven,Neubau_Anteil,K03352,92.9
2016,Harburg,Neubau_Anteil,K03353,95.4
2016,Lüchow-Dannenberg,Neubau_Anteil,K03354,50.0
2016,Lüneburg,Neubau_Anteil,K03355,86.6
2016,Osterholz,Neubau_Anteil,K03356,92.9
2016,Rotenburg (Wümme),Neubau_Anteil,K03357,93.2
2016,Heidekreis,Neubau_Anteil,K03358,90.3
2016,Stade,Neubau_Anteil,K03359,91.8
2016,Uelzen,Neubau_Anteil,K03360,82.6
2016,Verden,Neubau_Anteil,K03361,95.9
2016,Weser-Ems,Neubau_Anteil,K034,92.7
2016,Delmenhorst.Stadt,Neubau_Anteil,K03401,92.3
2016,Emden Stadt,Neubau_Anteil,K03402,85.4
2016,Oldenburg (Oldb) Stadt,Neubau_Anteil,K03403,97.1
2016,Osnabrück Stadt,Neubau_Anteil,K03404,93.2
2016,Wilhelmshaven Stadt,Neubau_Anteil,K03405,82.3
2016,Ammerland,Neubau_Anteil,K03451,95.2
2016,Aurich,Neubau_Anteil,K03452,96.5
2016,Cloppenburg,Neubau_Anteil,K03453,92.4
2016,Emsland,Neubau_Anteil,K03454,91.4
2016,Friesland,Neubau_Anteil,K03455,94.4
2016,Grafschaft Bentheim,Neubau_Anteil,K03456,96.9
2016,Leer,Neubau_Anteil,K03457,94.2
2016,Oldenburg,Neubau_Anteil,K03458,91.2
2016,Osnabrück,Neubau_Anteil,K03459,90.6
2016,Vechta,Neubau_Anteil,K03460,87.5
2016,Wesermarsch,Neubau_Anteil,K03461,95.1
2016,Wittmund,Neubau_Anteil,K03462,90.3
2017,Niedersachsen,Neubau_Anteil,K030,90.1
2017,Braunschweig,Neubau_Anteil,K031,87.8
2017,Braunschweig Stadt,Neubau_Anteil,K03101,92.3
2017,Salzgitter.Stadt,Neubau_Anteil,K03102,111.2
2017,Wolfsburg.Stadt,Neubau_Anteil,K03103,85.1
2017,Gifhorn,Neubau_Anteil,K03151,89.6
2017,Goslar,Neubau_Anteil,K03153,41.4
2017,Helmstedt,Neubau_Anteil,K03154,93.3
2017,Northeim,Neubau_Anteil,K03155,90.5
2017,Peine,Neubau_Anteil,K03157,89.6
2017,Wolfenbüttel,Neubau_Anteil,K03158,91.4
2017,Göttingen,Neubau_Anteil,K03159,85.7
2017,Hannover,Neubau_Anteil,K032,90.4
2017,Hannover Region,Neubau_Anteil,K03241,91.1
2017,Hannover Landeshauptstadt,Neubau_Anteil,K03241001,85.1
2017,Diepholz,Neubau_Anteil,K03251,88.5
2017,Hameln-Pyrmont,Neubau_Anteil,K03252,90.8
2017,Hildesheim,Neubau_Anteil,K03254,86.4
2017,Holzminden,Neubau_Anteil,K03255,83.0
2017,Nienburg (Weser),Neubau_Anteil,K03256,86.1
2017,Schaumburg,Neubau_Anteil,K03257,99.0
2017,Lüneburg,Neubau_Anteil,K033,92.4
2017,Celle,Neubau_Anteil,K03351,92.2
2017,Cuxhaven,Neubau_Anteil,K03352,93.2
2017,Harburg,Neubau_Anteil,K03353,96.2
2017,Lüchow-Dannenberg,Neubau_Anteil,K03354,100.0
2017,Lüneburg,Neubau_Anteil,K03355,94.8
2017,Osterholz,Neubau_Anteil,K03356,96.2
2017,Rotenburg (Wümme),Neubau_Anteil,K03357,90.0
2017,Heidekreis,Neubau_Anteil,K03358,93.7
2017,Stade,Neubau_Anteil,K03359,88.3
2017,Uelzen,Neubau_Anteil,K03360,83.8
2017,Verden,Neubau_Anteil,K03361,89.2
2017,Weser-Ems,Neubau_Anteil,K034,89.4
2017,Delmenhorst.Stadt,Neubau_Anteil,K03401,80.0
2017,Emden Stadt,Neubau_Anteil,K03402,51.6
2017,Oldenburg (Oldb) Stadt,Neubau_Anteil,K03403,80.8
2017,Osnabrück Stadt,Neubau_Anteil,K03404,73.9
2017,Wilhelmshaven Stadt,Neubau_Anteil,K03405,107.0
2017,Ammerland,Neubau_Anteil,K03451,90.0
2017,Aurich,Neubau_Anteil,K03452,94.3
2017,Cloppenburg,Neubau_Anteil,K03453,93.1
2017,Emsland,Neubau_Anteil,K03454,91.2
2017,Friesland,Neubau_Anteil,K03455,95.8
2017,Grafschaft Bentheim,Neubau_Anteil,K03456,93.6
2017,Leer,Neubau_Anteil,K03457,92.0
2017,Oldenburg,Neubau_Anteil,K03458,93.3
2017,Osnabrück,Neubau_Anteil,K03459,89.9
2017,Vechta,Neubau_Anteil,K03460,91.5
2017,Wesermarsch,Neubau_Anteil,K03461,93.0
2017,Wittmund,Neubau_Anteil,K03462,89.0
2018,Niedersachsen,Neubau_Anteil,K030,92.1
2018,Braunschweig,Neubau_Anteil,K031,91.3
2018,Braunschweig Stadt,Neubau_Anteil,K03101,90.5
2018,Salzgitter.Stadt,Neubau_Anteil,K03102,78.8
2018,Wolfsburg.Stadt,Neubau_Anteil,K03103,102.7
2018,Gifhorn,Neubau_Anteil,K03151,91.2
2018,Goslar,Neubau_Anteil,K03153,80.6
2018,Helmstedt,Neubau_Anteil,K03154,97.9
2018,Northeim,Neubau_Anteil,K03155,89.7
2018,Peine,Neubau_Anteil,K03157,91.0
2018,Wolfenbüttel,Neubau_Anteil,K03158,98.4
2018,Göttingen,Neubau_Anteil,K03159,84.9
2018,Hannover,Neubau_Anteil,K032,90.8
2018,Hannover Region,Neubau_Anteil,K03241,90.0
2018,Hannover Landeshauptstadt,Neubau_Anteil,K03241001,86.5
2018,Diepholz,Neubau_Anteil,K03251,90.6
2018,Hameln-Pyrmont,Neubau_Anteil,K03252,96.2
2018,Hildesheim,Neubau_Anteil,K03254,93.7
2018,Holzminden,Neubau_Anteil,K03255,89.9
2018,Nienburg (Weser),Neubau_Anteil,K03256,89.2
2018,Schaumburg,Neubau_Anteil,K03257,93.3
